"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"ciotola, bersaglio","cucchiaio, fiammifero","piatto, autorità","ciotola","bersaglio","cucchiaio","fiammifero","piatto","autorità"
"diario, menta","blu, equilibrio","cipolla, damigiana","diario","menta","blu","equilibrio","cipolla","damigiana"
"candela, ciotola","rosa, lanterna","spinaci, coccodrillo","candela","ciotola","rosa","lanterna","spinaci","coccodrillo"
"succo, agenda","lavagna, portafoglio","blu, bidet","succo","agenda","lavagna","portafoglio","blu","bidet"
"sole, autorità","posacenere, sega","eccentrico, caramella","sole","autorità","posacenere","sega","eccentrico","caramella"
"coperta, documento","piatto, cavolo","succo, caramella","coperta","documento","piatto","cavolo","succo","caramella"
"spinaci, soglia","caramella, mappa","viola, spremiagrumi","spinaci","soglia","caramella","mappa","viola","spremiagrumi"
"braccialetto, cipolla","panchina, autorità","﻿anello, cucchiaio","braccialetto","cipolla","panchina","autorità","﻿anello","cucchiaio"
"verde, spinaci","succo, damigiana","menta, autostrada","verde","spinaci","succo","damigiana","menta","autostrada"
"menta, documento","portafoglio, giallo","cavolo, bersaglio","menta","documento","portafoglio","giallo","cavolo","bersaglio"
"giallo, viola","﻿anello, rana","lattuga, libreria","giallo","viola","﻿anello","rana","lattuga","libreria"
"ciliegio, agenda","portafoglio, rana","stuzzicadenti, mais","ciliegio","agenda","portafoglio","rana","stuzzicadenti","mais"
"ciotola, posacenere","ciotola, spremiagrumi","equilatero, damigiana","ciotola","posacenere","ciotola","spremiagrumi","equilatero","damigiana"
"penna, lattuga","piatto, eccentrico","lattuga, agenda","penna","lattuga","piatto","eccentrico","lattuga","agenda"
"fiammifero, cassettiera","spinaci, libreria","equilatero, autostrada","fiammifero","cassettiera","spinaci","libreria","equilatero","autostrada"
"verde, sole","lavagna, limone","forchetta, appuntamento","verde","sole","lavagna","limone","forchetta","appuntamento"
"fiammifero, portafoglio","viola, documento","sega, appuntamento","fiammifero","portafoglio","viola","documento","sega","appuntamento"
"equilatero, eccentrico","eccentrico, agenda","﻿anello, documento","equilatero","eccentrico","eccentrico","agenda","﻿anello","documento"
"timone, limone","candela, mappa","cuscino, crostino","timone","limone","candela","mappa","cuscino","crostino"
"cuscino, sega","coccodrillo, caramella","cuscino, piatto","cuscino","sega","coccodrillo","caramella","cuscino","piatto"
"forchetta, lavagna","rosa, coccodrillo","candela, cassettiera","forchetta","lavagna","rosa","coccodrillo","candela","cassettiera"
"cucchiaio, cuscino","candela, menta","cuscino, limone","cucchiaio","cuscino","candela","menta","cuscino","limone"
"gessetto, posacenere","menta, equilibrio","candela, lavagna","gessetto","posacenere","menta","equilibrio","candela","lavagna"
"rana, mappa","portafoglio, caramella","spinaci, mappa","rana","mappa","portafoglio","caramella","spinaci","mappa"
"﻿anello, sega","eccentrico, sega","pomodoro, equilatero","﻿anello","sega","eccentrico","sega","pomodoro","equilatero"
"spremiagrumi, sole","rosa, crostino","caramella, cassettiera","spremiagrumi","sole","rosa","crostino","caramella","cassettiera"
"equilatero, autorità","equilatero, bidet","lanterna, bidet","equilatero","autorità","equilatero","bidet","lanterna","bidet"
"timone, rosa","coperta, caramella","stuzzicadenti, blu","timone","rosa","coperta","caramella","stuzzicadenti","blu"
"candela, leone","portafoglio, appuntamento","giallo, sega","candela","leone","portafoglio","appuntamento","giallo","sega"
"candela, equilatero","lavagna, posacenere","caramella, libreria","candela","equilatero","lavagna","posacenere","caramella","libreria"
"mais, equilibrio","spinaci, lanterna","limone, agenda","mais","equilibrio","spinaci","lanterna","limone","agenda"
"cavolo, mappa","timone, equilatero","﻿anello, menta","cavolo","mappa","timone","equilatero","﻿anello","menta"
"portafoglio, sole","coperta, succo","pidocchio, mappa","portafoglio","sole","coperta","succo","pidocchio","mappa"
"coperta, fiammifero","forchetta, lanterna","viola, crostino","coperta","fiammifero","forchetta","lanterna","viola","crostino"
"menta, leone","equilibrio, autostrada","viola, equilibrio","menta","leone","equilibrio","autostrada","viola","equilibrio"
"blu, posacenere","braccialetto, documento","verde, crostino","blu","posacenere","braccialetto","documento","verde","crostino"
"giallo, agenda","diario, agenda","spinaci, sega","giallo","agenda","diario","agenda","spinaci","sega"
"ciotola, coperta","forchetta, portafoglio","gessetto, equilatero","ciotola","coperta","forchetta","portafoglio","gessetto","equilatero"
"sole, libreria","bidet, autostrada","lattuga, mappa","sole","libreria","bidet","autostrada","lattuga","mappa"
"piatto, panchina","rosa, mais","cavolo, crostino","piatto","panchina","rosa","mais","cavolo","crostino"
"timone, pomodoro","sega, bersaglio","lavagna, agenda","timone","pomodoro","sega","bersaglio","lavagna","agenda"
"lavagna, autostrada","coperta, mais","rana, caramella","lavagna","autostrada","coperta","mais","rana","caramella"
"timone, viola","cavolo, agenda","penna, bidet","timone","viola","cavolo","agenda","penna","bidet"
"succo, pidocchio","mais, autorità","lavagna, lattuga","succo","pidocchio","mais","autorità","lavagna","lattuga"
"cavolo, leone","menta, agenda","lavagna, caramella","cavolo","leone","menta","agenda","lavagna","caramella"
"blu, panchina","coccodrillo, autostrada","cuscino, blu","blu","panchina","coccodrillo","autostrada","cuscino","blu"
"equilatero, bersaglio","satellite, libreria","rosa, lattuga","equilatero","bersaglio","satellite","libreria","rosa","lattuga"
"spremiagrumi, sega","ciotola, mappa","diario, rosa","spremiagrumi","sega","ciotola","mappa","diario","rosa"
"candela, panchina","gessetto, documento","candela, libreria","candela","panchina","gessetto","documento","candela","libreria"
"fiammifero, menta","piatto, ciliegio","candela, spremiagrumi","fiammifero","menta","piatto","ciliegio","candela","spremiagrumi"
"﻿anello, autostrada","blu, spremiagrumi","forchetta, crostino","﻿anello","autostrada","blu","spremiagrumi","forchetta","crostino"
"piatto, soglia","mais, damigiana","braccialetto, piatto","piatto","soglia","mais","damigiana","braccialetto","piatto"
"rana, pidocchio","portafoglio, pomodoro","coperta, ciliegio","rana","pidocchio","portafoglio","pomodoro","coperta","ciliegio"
"lavagna, ciliegio","fiammifero, posacenere","ciotola, verde","lavagna","ciliegio","fiammifero","posacenere","ciotola","verde"
"limone, leone","lanterna, autostrada","cucchiaio, forchetta","limone","leone","lanterna","autostrada","cucchiaio","forchetta"
"coccodrillo, mappa","caramella, agenda","braccialetto, equilibrio","coccodrillo","mappa","caramella","agenda","braccialetto","equilibrio"
"crostino, bersaglio","timone, cipolla","pomodoro, autorità","crostino","bersaglio","timone","cipolla","pomodoro","autorità"
"forchetta, viola","braccialetto, crostino","menta, eccentrico","forchetta","viola","braccialetto","crostino","menta","eccentrico"
"verde, bersaglio","ciotola, crostino","forchetta, agenda","verde","bersaglio","ciotola","crostino","forchetta","agenda"
"pidocchio, documento","portafoglio, panchina","cucchiaio, verde","pidocchio","documento","portafoglio","panchina","cucchiaio","verde"
"gessetto, limone","ciotola, satellite","diario, ciliegio","gessetto","limone","ciotola","satellite","diario","ciliegio"
"verde, spremiagrumi","satellite, documento","diario, viola","verde","spremiagrumi","satellite","documento","diario","viola"
"mais, eccentrico","rosa, pidocchio","coperta, rosa","mais","eccentrico","rosa","pidocchio","coperta","rosa"
"autorità, appuntamento","stuzzicadenti, cassettiera","forchetta, limone","autorità","appuntamento","stuzzicadenti","cassettiera","forchetta","limone"
"sole, documento","stuzzicadenti, ciliegio","﻿anello, soglia","sole","documento","stuzzicadenti","ciliegio","﻿anello","soglia"
"limone, succo","damigiana, ciliegio","ciotola, giallo","limone","succo","damigiana","ciliegio","ciotola","giallo"
"sega, ciliegio","rana, equilatero","coperta, spremiagrumi","sega","ciliegio","rana","equilatero","coperta","spremiagrumi"
"rana, eccentrico","verde, succo","libreria, soglia","rana","eccentrico","verde","succo","libreria","soglia"
"sega, autorità","coperta, crostino","rana, lanterna","sega","autorità","coperta","crostino","rana","lanterna"
"gessetto, autostrada","fiammifero, cipolla","forchetta, lattuga","gessetto","autostrada","fiammifero","cipolla","forchetta","lattuga"
"coperta, giallo","penna, succo","satellite, cassettiera","coperta","giallo","penna","succo","satellite","cassettiera"
"limone, sole","rosa, spremiagrumi","ciliegio, soglia","limone","sole","rosa","spremiagrumi","ciliegio","soglia"
"ciotola, diario","leone, damigiana","posacenere, ciliegio","ciotola","diario","leone","damigiana","posacenere","ciliegio"
"spremiagrumi, bersaglio","limone, coccodrillo","spremiagrumi, libreria","spremiagrumi","bersaglio","limone","coccodrillo","spremiagrumi","libreria"
"pidocchio, bersaglio","cuscino, rana","spremiagrumi, posacenere","pidocchio","bersaglio","cuscino","rana","spremiagrumi","posacenere"
"viola, mappa","penna, blu","cavolo, cipolla","viola","mappa","penna","blu","cavolo","cipolla"
"spinaci, bersaglio","forchetta, libreria","mais, caramella","spinaci","bersaglio","forchetta","libreria","mais","caramella"
"piatto, lattuga","penna, posacenere","braccialetto, rana","piatto","lattuga","penna","posacenere","braccialetto","rana"
"cuscino, libreria","coperta, equilatero","gessetto, lanterna","cuscino","libreria","coperta","equilatero","gessetto","lanterna"
"stuzzicadenti, pidocchio","sole, lanterna","gessetto, pidocchio","stuzzicadenti","pidocchio","sole","lanterna","gessetto","pidocchio"
"braccialetto, verde","diario, cipolla","leone, autostrada","braccialetto","verde","diario","cipolla","leone","autostrada"
"lanterna, panchina","candela, piatto","gessetto, equilibrio","lanterna","panchina","candela","piatto","gessetto","equilibrio"
"﻿anello, spinaci","timone, panchina","piatto, equilibrio","﻿anello","spinaci","timone","panchina","piatto","equilibrio"
"penna, timone","cuscino, sole","succo, sega","penna","timone","cuscino","sole","succo","sega"
"verde, coccodrillo","caramella, ciliegio","cucchiaio, spremiagrumi","verde","coccodrillo","caramella","ciliegio","cucchiaio","spremiagrumi"
"mais, documento","lavagna, cassettiera","penna, equilatero","mais","documento","lavagna","cassettiera","penna","equilatero"
"succo, crostino","penna, sega","gessetto, penna","succo","crostino","penna","sega","gessetto","penna"
"panchina, cassettiera","cucchiaio, eccentrico","rana, libreria","panchina","cassettiera","cucchiaio","eccentrico","rana","libreria"
"viola, cipolla","eccentrico, equilibrio","bidet, agenda","viola","cipolla","eccentrico","equilibrio","bidet","agenda"
"crostino, soglia","sole, crostino","cucchiaio, lattuga","crostino","soglia","sole","crostino","cucchiaio","lattuga"
"penna, limone","viola, panchina","bidet, sega","penna","limone","viola","panchina","bidet","sega"
"posacenere, appuntamento","giallo, panchina","﻿anello, succo","posacenere","appuntamento","giallo","panchina","﻿anello","succo"
"ciotola, autorità","pomodoro, coccodrillo","ciotola, soglia","ciotola","autorità","pomodoro","coccodrillo","ciotola","soglia"
"portafoglio, verde","viola, bidet","caramella, appuntamento","portafoglio","verde","viola","bidet","caramella","appuntamento"
"candela, caramella","coccodrillo, eccentrico","coccodrillo, panchina","candela","caramella","coccodrillo","eccentrico","coccodrillo","panchina"
"viola, rana","cuscino, autorità","sega, satellite","viola","rana","cuscino","autorità","sega","satellite"
"portafoglio, equilatero","ciotola, ciliegio","penna, autorità","portafoglio","equilatero","ciotola","ciliegio","penna","autorità"
"leone, bidet","penna, pidocchio","giallo, spinaci","leone","bidet","penna","pidocchio","giallo","spinaci"
"menta, ciliegio","stuzzicadenti, appuntamento","crostino, satellite","menta","ciliegio","stuzzicadenti","appuntamento","crostino","satellite"
"braccialetto, mais","gessetto, spremiagrumi","fiammifero, libreria","braccialetto","mais","gessetto","spremiagrumi","fiammifero","libreria"
"eccentrico, autostrada","piatto, leone","fiammifero, sole","eccentrico","autostrada","piatto","leone","fiammifero","sole"
"caramella, documento","portafoglio, viola","ciotola, caramella","caramella","documento","portafoglio","viola","ciotola","caramella"
"viola, pidocchio","stuzzicadenti, cipolla","penna, portafoglio","viola","pidocchio","stuzzicadenti","cipolla","penna","portafoglio"
"fiammifero, equilatero","eccentrico, autorità","﻿anello, cavolo","fiammifero","equilatero","eccentrico","autorità","﻿anello","cavolo"
"cuscino, rosa","candela, bersaglio","gessetto, verde","cuscino","rosa","candela","bersaglio","gessetto","verde"
"verde, limone","cavolo, autorità","candela, autorità","verde","limone","cavolo","autorità","candela","autorità"
"agenda, cassettiera","documento, appuntamento","coperta, pidocchio","agenda","cassettiera","documento","appuntamento","coperta","pidocchio"
"lanterna, cassettiera","cuscino, equilibrio","piatto, succo","lanterna","cassettiera","cuscino","equilibrio","piatto","succo"
"piatto, rosa","forchetta, satellite","lavagna, bersaglio","piatto","rosa","forchetta","satellite","lavagna","bersaglio"
"limone, rana","coperta, cipolla","stuzzicadenti, verde","limone","rana","coperta","cipolla","stuzzicadenti","verde"
"autostrada, soglia","spinaci, agenda","equilatero, documento","autostrada","soglia","spinaci","agenda","equilatero","documento"
"braccialetto, cucchiaio","eccentrico, documento","candela, stuzzicadenti","braccialetto","cucchiaio","eccentrico","documento","candela","stuzzicadenti"
"coperta, menta","penna, sole","sega, libreria","coperta","menta","penna","sole","sega","libreria"
"bidet, mappa","diario, penna","﻿anello, leone","bidet","mappa","diario","penna","﻿anello","leone"
"rosa, ciliegio","libreria, agenda","blu, bersaglio","rosa","ciliegio","libreria","agenda","blu","bersaglio"
"crostino, cassettiera","ciotola, leone","spinaci, equilibrio","crostino","cassettiera","ciotola","leone","spinaci","equilibrio"
"lattuga, equilibrio","rana, soglia","forchetta, damigiana","lattuga","equilibrio","rana","soglia","forchetta","damigiana"
"forchetta, rosa","sole, panchina","timone, documento","forchetta","rosa","sole","panchina","timone","documento"
"lavagna, lanterna","fiammifero, sega","forchetta, pomodoro","lavagna","lanterna","fiammifero","sega","forchetta","pomodoro"
"rosa, rana","posacenere, documento","ciotola, sole","rosa","rana","posacenere","documento","ciotola","sole"
"giallo, rana","fiammifero, timone","bidet, appuntamento","giallo","rana","fiammifero","timone","bidet","appuntamento"
"mais, soglia","sega, documento","gessetto, panchina","mais","soglia","sega","documento","gessetto","panchina"
"cipolla, caramella","verde, appuntamento","crostino, autorità","cipolla","caramella","verde","appuntamento","crostino","autorità"
"satellite, soglia","lattuga, soglia","diario, limone","satellite","soglia","lattuga","soglia","diario","limone"
